id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
in-d1e0bc2a239d8195,indeed,https://in.indeed.com/viewjob?jk=d1e0bc2a239d8195,http://in.indeed.com/job/wynsure-developer-d1e0bc2a239d8195,Wynsure Developer,Sourcedear,"TS, IN",2026-08-22,fulltime,,,,,,True,,,,,"Key Responsibilities

* **Support**: Perform root cause analysis for production issues and provide short term resolutions and long\-term solutions
* **Feature Development:** Design and develop functional enhancements based on defined requirements
* **Integration**: Develop and maintain APIs to interface between Wynsure and other applications

Qualifications

* 3\+ Years in software development with eWAM, at least 2 years specifically in Wynsure
* Strong understanding of Object\-Oriented Programming, and Design patterns
* Experience working with Wynsure Data Model and SQL/Relational database
* Experience working with Web Services (REST/JSON)
* Good understanding of Event Driven Architecture
* Basic understanding of Life, Health, and Disability insurance business processes
* Hands\-on exposure to GIT
* Agile proficiency, experience with JIRA

Nice to have

* Cloud awareness
* CI/CD workflow and tools
* Insurance certifications

Additional Information**Good to Have Skill:\- Good Communication Skills. Work Location:\- Hyderabad/Blr/Pune/ChennaiRounds of interview:\- 2 Rounds (Internal\+ Client)Mode of interview** (Virtual/ In\-person):\- Virtual**Work timing:\- 12PM to 9PM , 2PM\-11:00PMWork Mode** (Remote/ On\-site/ Hybrid)\- Hybrid

Pay: ₹2,500,000\.00 per year

Application Question(s):

* current annual ctc
* expected annual ctc
* notice period
* linkedin profile link
* full current address with pincode
* pan card no (mandatory to upload into the portal to schedule interview, if not willing to share kindly do not apply
* Please share the candidate availability for interview (Date \& Time)

Work Location: Hybrid remote in Hyderabad, Telangana",,https://in.indeed.com/cmp/Sourcedear,,,,,,,,,,,,
in-aa4d712c8cabd0a6,indeed,https://in.indeed.com/viewjob?jk=aa4d712c8cabd0a6,http://in.indeed.com/job/junior-qa-web-developer-fresher-aa4d712c8cabd0a6,Junior QA & Web Developer (Fresher),Bhavya Web Technologies Pvt. Ltd.,"TS, IN",2026-08-22,fulltime,,,,,,False,,,,,"Bhavya Web Technologies (current team size: 6\) is looking for a motivated and detail\-oriented fresher who has completed formal QA testing training to join our development team. In this hybrid role, your primary responsibility will be quality assurance—testing websites and web applications to ensure seamless functionality and performance. During low\-volume testing periods, you will also support our engineering team with core web development tasks across WordPress, PHP, and modern JavaScript frameworks.

**KEY RESPONSIBILITIES**

***Quality Assurance:***

* Perform functional, usability, UI/UX, regression, and cross\-browser testing on websites and web applications.
* Identify, document, report, and track application bugs with clear reproduction steps.
* Collaborate with developers to verify fixes and ensure quality standards before client deployment.
* Create simple test cases and testing checklists for ongoing and new projects.

***Web Development \& Support:***

* Assist in developing and maintaining websites using WordPress and PHP.
* Support front\-end implementation and minor feature updates using React / Next.js.
* Implement layout fixes, content updates, and routine site enhancements.

***Required Skills \& Qualifications:***

* Education \& Certification: Bachelor’s degree in Computer Science, IT, or a related field, with a completed formal certification/course in Software Testing / QA.
* Testing Knowledge: Solid understanding of manual testing concepts, SDLC, STLC, test case design, and bug tracking workflows.
* Technical Skills: Basic programming and practical exposure to:
* \- HTML5, CSS3, JavaScript
* \- PHP \& WordPress (theme customizations, plugins, core basics)
* \- React.js / Next.js (foundational knowledge or project\-level experience)
* Problem\-Solving: Sharp eye for detail, strong analytical thinking, and eagerness to learn full\-stack workflows.
* Communication: Clear written and verbal communication skills to document issues and collaborate effectively.

*Note: Please don't make any phone calls.*

Pay: ₹9,000\.00 \- ₹10,000\.00 per month

Work Location: In person",Internet And Software,https://in.indeed.com/cmp/Bhavya-Web-Technologies-Pvt.-Ltd.-1,,http://www.bhavyatechnologies.com,"Sai Nagar, Allwyn Colony
Kukatpally, Hyderabad - 500072",11 to 50,less than $1M (USD),We are the no.1 website design company in Hyderabad.,,,,,,
in-a2c03ae0ccb855dc,indeed,https://in.indeed.com/viewjob?jk=a2c03ae0ccb855dc,https://careers.wipro.com/job/DEVELOPER-L4/194715-en_US,DEVELOPER L4,Wipro,"TS, IN",2026-08-22,,,,,,,False,,,,,"**Job Title:** DEVELOPER L4
  
**City:** Hyderabad
  
**State/Province:** Telangana
  
**Posting Start Date:** 8/22/26
  
**Wipro Limited (NYSE:** WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients’ most complex digital transformation needs. Leveraging our holistic portfolio of capabilities in consulting, design, engineering, and operations, we help clients realize their boldest ambitions and build future\-ready, sustainable businesses. With over 230,000 employees and business partners across 65 countries, we deliver on the promise of helping our customers, colleagues, and communities thrive in an ever\-changing world. For additional information, visit us at www.wipro.com.
  
  

Role Purpose
  
  

The purpose of this role is to design, test and maintain software programs for operating systems or applications which needs to be deployed at a client end and ensure its meet 100% quality assurance parameters
  
  

͏
  
  

Do
  
  

1\. Instrumental in understanding the requirements and design of the product/ software
  
  

Develop software solutions by studying information needs, studying systems flow, data usage and work processes
  
Investigating problem areas followed by the software development life cycle
  
Facilitate root cause analysis of the system issues and problem statement
  
Identify ideas to improve system performance and impact availability
  
Analyze client requirements and convert requirements to feasible design
  
Collaborate with functional teams or systems analysts who carry out the detailed investigation into software requirements
  
Conferring with project managers to obtain information on software capabilities
  
͏
  
  

2\. Perform coding and ensure optimal software/ module development
  
  

Determine operational feasibility by evaluating analysis, problem definition, requirements, software development and proposed software
  
Develop and automate processes for software validation by setting up and designing test cases/scenarios/usage cases, and executing these cases
  
Modifying software to fix errors, adapt it to new hardware, improve its performance, or upgrade interfaces.
  
Analyzing information to recommend and plan the installation of new systems or modifications of an existing system
  
Ensuring that code is error free or has no bugs and test failure
  
Preparing reports on programming project specifications, activities and status
  
Ensure all the codes are raised as per the norm defined for project / program / account with clear description and replication patterns
  
Compile timely, comprehensive and accurate documentation and reports as requested
  
Coordinating with the team on daily project status and progress and documenting it
  
Providing feedback on usability and serviceability, trace the result to quality risk and report it to concerned stakeholders
  
͏
  
  

3\. Status Reporting and Customer Focus on an ongoing basis with respect to project and its execution
  
  

Capturing all the requirements and clarifications from the client for better quality work
  
Taking feedback on the regular basis to ensure smooth and on time delivery
  
Participating in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members.
  
Consulting with engineering staff to evaluate software\-hardware interfaces and develop specifications and performance requirements
  
Document and demonstrate solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code
  
Documenting very necessary details and reports in a formal way for proper understanding of software from client proposal to implementation
  
Ensure good quality of interaction with customer w.r.t. e\-mail content, fault report tracking, voice calls, business etiquette etc
  
Timely Response to customer requests and no instances of complaints either internally or externally
  
͏
  
  

Deliver
  
  

No. Performance Parameter Measure
  
1\. Continuous Integration, Deployment \& Monitoring of Software 100% error free on boarding \& implementation, throughput %, Adherence to the schedule/ release plan
  
2\. Quality \& CSAT On\-Time Delivery, Manage software, Troubleshoot queries, Customer experience, completion of assigned certifications for skill upgradation
  
3\. MIS \& Reporting 100% on time MIS \& report generation
  
  

**Mandatory Skills:** Azure OpenAI .
  
  

**Experience:** 5\-8 Years .
  
  

Reinvent your world. We are building a modern Wipro. We are an end\-to\-end digital transformation partner with the boldest ambitions. To realize them, we need people inspired by reinvention. Of yourself, your career, and your skills. We want to see the constant evolution of our business and our industry. It has always been in our DNA \- as the world around us changes, so do we. Join a business powered by purpose and a place that empowers you to design your own reinvention.",,https://in.indeed.com/cmp/Wipro,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8b2cd63e1e41ba18596880aca0e609bc,http://www.wipro.com,Bengaluru,"10,000+",$5B to $10B (USD),,,,,,,
in-0f4d15895173a6aa,indeed,https://in.indeed.com/viewjob?jk=0f4d15895173a6aa,https://grnh.se/9ryu9sqs8us,Sr. Staff Backend Engineer,Phizenix,"TS, IN",2026-08-21,,,,,,,False,,,,,"The Senior Staff Backend Engineer owns the core services at the heart of the platform: the data\-intensive computation layer that turns curated financial and operational data into correct, reproducible, fully traceable results.



This is the structured engineering beneath the product. Not dashboards, not an LLM wrapper. The services that do the heavy computation and stand behind every number the platform produces.



The output of this layer sits next to externally reported financials, so correctness is not negotiable. Every result must be traceable to source, reproducible, and auditable, with clear guardrails keeping verifiable results separate from anything that requires human review. Nothing is ever quietly fudged to make the math look complete. That standard is the reason this role exists at this level.



The architectural bet is configuration over code. A new customer or a new domain should be a configuration change, not a fork. You build the composable component library and the runtime that executes it, so the platform absorbs variation without accumulating bespoke code paths nobody can safely change two years from now.



This role is forward\-deployed. You will spend meaningful time working inside enterprise customer environments, embedded with their engineering and finance teams, rather than only in our codebase. Roughly \[XX]% of your time is customer\-facing engineering work and \[XX]% is core platform development, with travel \[SPECIFY]. You are an engineer, not a consultant: you own core services in our platform and you are accountable for their correctness whether or not you are on a customer site.



We work this way because the gap between a system that works in a test environment and one that works against a real Fortune 500 close cycle is where the hard problems live. On customers specifically: we work with large enterprises whose finance organizations operate at significant scale and complexity. We are not naming them publicly right now, and we will talk through the customer landscape in more detail as conversations progress.


**Key Responsibilities**



1\. Own the services that perform the platform's core financial and operational computation. Build a composable library of reusable computation components driven by configuration. Produce results that are fully traceable to their source inputs, and compute the supporting quality and confidence signals around each one.



2\. Express complex logic as correct, performant, set\-based computation over the warehouse. Guarantee results reconcile and are reproducible. Own the performance and cost of the core services, not just their correctness.



3\. Build the runtime that executes per\-domain configuration. New domains and use cases onboard as configuration, never as a bespoke code path. Keep the component library extensible, because the value of this design collapses the first time someone forks it under deadline pressure.



4\. Enforce guardrails over automated output in code. Build the controls and feature\-flag system that scopes or disables automated behavior per tenant or per feature. Build audit logging and lineage for end\-to\-end traceability to source, so any figure can be defended.



5\. Build for a multi\-cloud\-ready, multi\-tenant\-ready, customer\-hosted deployment model. Services that run inside a customer's environment with strong isolation and no data egress. Designing for environments you do not control is a different discipline from designing for your own.



6\. Work embedded with customer engineering teams to integrate the platform into their environment and data landscape, and bring what you learn back into the core so the next deployment is configuration rather than bespoke work.



7\. Set patterns, review designs, and mentor the backend team. Partner with data, AI, and product on service design and on where the boundaries between layers sit.



A note on accountability: this role owns the core computation services, the configuration runtime, the guardrails and audit trail, and the technical patterns the backend team builds against. It does not own the data foundation, the AI layer, product prioritization, or the commercial relationship with customers.


**Required Qualifications**



Eight or more years in backend engineering, in Python, Go, Java, or similar, with significant Staff\-level time owning complex, data\-intensive systems. Owning them, including their failure modes.



An obsession with correctness, traceability, and testability. ""Every result is explainable and reproducible"" reads to you as a requirement rather than an aspiration.



Elite SQL and data modeling. Window functions, large\-scale joins, and rigorous reasoning about both correctness and performance. This is not a role where SQL is something you reach for occasionally.



Experience designing configuration\-driven, extensible service architectures, and the judgment to know when that abstraction is earning its keep and when it is not.



Strong system design for reliability, isolation, and reproducibility.



Direct experience working with customers or external stakeholders in a technical capacity. Debugging in environments you do not control, with data you did not model, and explaining technical outcomes to people who are not engineers.



Python, SQL against Snowflake or PostgreSQL, config\-driven and rules\-engine architectures, and Docker, Kubernetes, and Terraform for multi\-tenant customer\-hosted deployment.


**Nice to Have**



Finance, accounting, or analytics domain, or a genuine willingness to learn how financial statements are built and reconciled.



dbt, and multi\-tenant customer\-hosted deployment at scale.



Exposure to ML and statistical workflows and LLM application patterns, enough to integrate them well.



Building auditable systems in a regulated environment.



Forward deployment, professional services, or solutions engineering background at a product company.


**What Good Looks Like**



Core computation services that produce correct, reconciling, fully traceable results from curated data, every time, under audit.



A composable, configuration\-driven component library that extends to new domains without new code paths, and that other engineers reach for rather than route around.



A configuration runtime so new use cases onboard as configuration rather than bespoke engineering, with onboarding cost falling measurably per customer.



Guardrails, controls, and full lineage that make automated output auditable and safely scoped per tenant.



A deployment pattern for at least one enterprise customer that the next deployment reuses rather than rebuilds",,https://in.indeed.com/cmp/Phizenix,,,,,,,,,,,,
in-c48d2348ac645285,indeed,https://in.indeed.com/viewjob?jk=c48d2348ac645285,https://career.infosys.com/jobdesc?jobReferenceCode=INFSYS-EXTERNAL-251395&sourceId=4010,Blockchain Developer,Infosys,"TS, IN",2026-08-20,,,,,,,False,,,,,"**Job Description:**
--------------------

  

* Seeking experienced Blockchain Developer to design develop and implement enterprise grade blockchain solutions
* The ideal candidate should have strong expertise in blockchain technologies smart contracts tokenization decentralized applications dApps microservices cloud platforms and modern frontend frameworks

  

**Key Responsibilities:**
-------------------------

  

* A day in the life of an Infoscion
* As part of the Infosys consulting team your primary role would be to lead the engagement effort of providing high quality and value adding consulting solutions to customers at different stages from problem definition to diagnosis to solution design development and deployment
* You will review the proposals prepared by consultants provide guidance and analyze the solutions defined for the client business problems to identify any potential risks and issues
* You will identify change Management requirements and propose a structured approach to client for managing the change using multiple communication mechanisms
* You will also coach and create a vision for the team provide subject matter training for your focus areas motivate and inspire team members through effective and timely feedback and recognition for high performance
* You would be a key contributor in unit level and organizational initiatives with an objective of providing high quality value adding consulting solutions to customers adhering to the guidelines and processes of the organization
* Design and develop blockchain based applications and decentralized solutions
* Build and deploy smart contracts on Ethereum Hyperledger Besu Polygon Corda and other EVM blockchains
* Develop scalable backend services using Java Spring Boot or Node
* js
* Build responsive web applications using ReactJS and Angular
* Implement tokenization and digital asset solutions
* Integrate blockchain platforms with enterprise applications through APIs and event driven architectures
* Work on cloud native deployments CI CD pipelines and DevOps practices
* Collaborate with cross functional teams to deliver scalable and secure solutions

  

**Technical Requirements:**
---------------------------

  

* Blockchain Ethereum Hyperledger Besu Polygon Corda Solidity Smart Contracts DLT Tokenization Digital Assets ERC 20 ERC 3643 Hardhat Foundry Web3 Java Spring Boot Microservices ReactJS Angular Kafka MongoDB PostgreSQL GCP Docker Kubernetes CI CD DevOps Agile

  

**Preferred Skills:**
---------------------


Technology\-\>Blockchain\-\>Blockchain \- All,Technology\-\>Blockchain\-\>Hyperledger \-\>Hyperledger Besu,Technology\-\>MarkLogic\-\>Ethereum / Solidity development",,https://in.indeed.com/cmp/Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,https://www.infosys.com,Bengaluru,"10,000+",more than $10B (USD),Infosys is a global leader in next-generation digital services and consulting. We enable clients in 59 countries to navigate their digital transformation.,,,,,,
in-d69adeefd06b0ecf,indeed,https://in.indeed.com/viewjob?jk=d69adeefd06b0ecf,https://careers.services.global.ntt/global/en/job/386370,Senior Salesforce Developer,NTT DATA,"TS, IN",2026-08-20,,,,,,,True,,,,,"NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward\-thinking organization, apply now.
  
  

We are currently seeking a Senior Salesforce Developer to join our team in Hyderabad, Telangana, India.
  
  

The role will develop scalable, secure integration solutions that synchronize customer, vendor, material, and other master\-data domains across platforms.
  
  

Key responsibilities
  
  

Design and develop Salesforce solutions using Apex, Lightning Web Components, Flow, APIs, and platform security.
  
  

Build and maintain integrations between Salesforce and SAP MDG using REST/SOAP APIs, middleware, event\-driven patterns, and asynchronous processing.
  
  

Define data mappings, validation rules, error handling, reconciliation, and monitoring for master\-data exchanges.
  
  

Partner with SAP MDG, integration, data governance, and business teams to translate requirements into technical designs.
  
  

Support data\-quality, duplicate\-prevention, approval, and stewardship processes across Salesforce and SAP.
  
  

Troubleshoot production integration issues and drive root\-cause analysis and continuous improvements.
  
  

Produce technical documentation, integration specifications, test plans, and deployment artifacts.
  
  

Required qualifications
  
  

Strong hands\-on Salesforce development experience, including Apex, SOQL, Lightning Web Components, integrations, and declarative automation.
  
  

Proven experience developing integrations in Salesforce, API REST.Proven experience integrating Salesforce with SAP, preferably SAP MDG or other SAP master\-data platforms.
  
  

Experience with integration middleware and API management tools, such as Dell Boomi, SAP Integration Suite, Azure Integration Services, or equivalent.
  
  

Knowledge of master\-data governance concepts, data\-quality controls, data synchronization, and enterprise data models.
  
  

Experience with authentication and security patterns, including OAuth, certificates, named credentials, and role\-based access.
  
  

Ability to work effectively across business, data governance, SAP, and Salesforce technical teams.
  
  

About NTT DATA
  
  

NTT DATA is a $30 billion business and technology services leader, serving 75% of the Fortune Global 100\. We are committed to accelerating client success and positively impacting society through responsible innovation. We are one of the world's leading AI and digital infrastructure providers, with unmatched capabilities in enterprise\-scale AI, cloud, security, connectivity, data centers and application services. our consulting and Industry solutions help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have experts in more than 50 countries. We also offer clients access to a robust ecosystem of innovation centers as well as established and start\-up partners. NTT DATA is a part of NTT Group, which invests over $3 billion each year in RD.
  
  

Whenever possible, we hire locally to NTT DATA offices or client sites. This ensures we can provide timely and effective support tailored to each client’s needs. While many positions offer remote or hybrid work options, these arrangements are subject to change based on client requirements. For employees near an NTT DATA office or client site, in\-office attendance may be required for meetings or events, depending on business needs. At NTT DATA, we are committed to staying flexible and meeting the evolving needs of both our clients and employees. NTT DATA recruiters will never ask for payment or banking information and will only use @nttdata.com, @nttdatafed.com and @talent.nttdataservices.com email addresses. If you are requested to provide payment or disclose banking information, please submit a contact us form, https://us.nttdata.com/en/contact\-us.
  
  

NTT DATA endeavors to make https://us.nttdata.com accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us at https://us.nttdata.com/en/contact\-us. This contact information is for accommodation requests only and cannot be used to inquire about the status of applications. NTT DATA is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. For our EEO Policy Statement, please click here. If you'd like more information on your EEO rights under the law, please click here. For Pay Transparency information, please click here.",,https://in.indeed.com/cmp/Ntt-Data,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/a598a8409d24c2c493ede9bbbe334c46,https://careers.services.global.ntt/global/en,Tokyo,"10,000+",more than $10B (USD),"Own your career with NTT DATA
Join a global business and technology leader where every voice is heard and great work is recognized. You’ll work with clients, partners and colleagues around the world t",,,,,,
in-76699cc4659c4c1d,indeed,https://in.indeed.com/viewjob?jk=76699cc4659c4c1d,https://careers.services.global.ntt/global/en/job/378252,SAP ABAP Developer,NTT DATA,"TS, IN",2026-08-20,fulltime,,,,,,True,,,,,"**Req ID:** 378252
  
  

NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward\-thinking organization, apply now.
  
  

We are currently seeking a SAP ABAP Developer to join our team in Hyderabad, Telangana (IN\-TG), India (IN).
  
  

Job Description \- SAP S/4HANA Technical Developer
  
  

Position Title
  
  

SAP S/4HANA Technical Developer
  
  

Location
  
  

Onsite / Remote / Hybrid based on project requirements
  
  

Employment Type
  
  

Contract / Full\-Time
  
  

Travel
  
  

This position may require travel up to 80% based on project phase, deployment needs, design workshops, testing, cutover, and hypercare. Preferred location: East Coast or Midwest.
  
  

Role Overview
  
  

This role is aligned to a large global SAP S/4HANA transformation program delivered using SAP Activate, a Greenfield\+ implementation approach, SAP S/4HANA RISE PCE, Fit\-to\-Standard principles, and a Clean Core delivery model. The role is expected to support formal design, build, test, deploy, cutover, hypercare, and knowledge transfer activities across a multi\-wave enterprise implementation. The position requires strong documentation discipline, close collaboration with functional and technical workstreams, and the ability to operate within structured governance, change control, validation, and deliverable approval processes.
  
  

The SAP S/4HANA Technical Developer will design, develop, test, document, and support technical objects for a global SAP S/4HANA transformation program. The role is responsible for delivering clean\-core aligned technical solutions across RICEFW objects including reports, CDS views, enhancements, conversions, forms, labels, workflows, custom Fiori\-enabling services, and approved technical extensions. The developer will work closely with functional teams, architects, integration developers, Fiori developers, BTP developers, data migration teams, security teams, and testing teams to convert approved business designs into scalable SAP technical solutions. The role must be able to evaluate when a requirement should be addressed through standard SAP functionality, configuration, Key User Extensibility, Developer Extensibility, RAP\-based services, BTP side\-by\-side extensibility, or formal RICEFW development.
  
  

Day to Day Job Duties
  
  

The selected resource will be expected to perform the following activities on a daily or weekly basis, depending on the project phase:
  
* Analyze functional specifications, approved design decisions, and process requirements, then translate them into robust technical specifications and development objects aligned with SAP S/4HANA best practices.
* Develop and support ABAP objects in SAP S/4HANA using modern ABAP syntax, CDS views, AMDP where applicable, OData services, Adobe Forms, enhancements, conversions, workflows, labels, and reporting objects.
* Apply SAP S/4HANA Clean Core principles by avoiding core modifications and using released SAP APIs, released CDS views, approved enhancement options, Key User Extensibility, Developer Extensibility, and side\-by\-side extension patterns where appropriate.
* Design and build RAP\-based backend services, behavior definitions, behavior implementations, validations, determinations, actions, service definitions, and service bindings to support transactional and analytical applications.
* Support Key User Extensibility for custom fields, custom logic, UI adaptation, form adaptation, custom business objects, and lightweight process extensions when standard SAP tools are sufficient.
* Support Developer Extensibility in SAP S/4HANA using upgrade\-safe ABAP extension patterns, released objects, and lifecycle\-governed development techniques.
* Develop custom reports and CDS\-based data models where standard S/4HANA, SAC, or delivered reporting capabilities do not fully meet approved business needs.
* Develop and support Adobe Forms for finance, procurement, sales, logistics, HR, and compliance outputs, including invoices, purchase orders, credit/debit memos, dunning letters, payment advices, delivery notes, packing lists, export/customs documents, and HR letters.
* Develop and support label\-related technical objects for pallet, carton, item, traceability, vendor, packaging, and compliance labeling requirements, including integration with label management applications where applicable.
* Support conversion and migration\-related technical objects for master data and open transactional data, including finance, vendors, customers, materials, BOMs, routings, work centers, inventory balances, quality masters, employees, organizational structures, and open transactions.
* Participate in RICEFW inventory refinement, complexity assessment, technical design reviews, code reviews, unit testing, defect triage, transport readiness, and deployment planning.
* Support SIT, UAT, security testing, regression testing, performance testing, cutover rehearsals, production cutover, hypercare stabilization, and COE/support handover.


Basic Qualifications
  
  

The following skills and experience are required for this role:
  
* SAP Technical Development: 8\-12 years of overall SAP technical development experience, including 4\-5 years of hands\-on SAP S/4HANA implementation experience.
* Implementation Experience: Experience in at least two full\-cycle SAP implementation or transformation programs; Greenfield or Greenfield\+ S/4HANA experience is strongly preferred.
* ABAP on S/4HANA: Strong hands\-on experience with modern ABAP, CDS views, OData, enhancements, forms, conversions, labels, workflows, and technical RICEFW objects.
* RAP: Hands\-on experience with RESTful ABAP Programming Model, including behavior definitions, service definitions, service bindings, validations, determinations, actions, and Fiori\-ready services.
* Key User Extensibility: Experience with custom fields, custom logic, custom business objects, UI adaptations, form adaptations, and lightweight extensibility options.
* Developer Extensibility: Experience building upgrade\-safe ABAP extensions using released APIs, released CDS views, approved enhancement points, and clean\-core compliant development patterns.
* Clean Core: Strong understanding of SAP Clean Core, in\-app extensibility, side\-by\-side extensibility, and how to select the right extension option based on business need, complexity, lifecycle impact, and maintainability.
* RICEFW Delivery: Strong experience designing, building, unit testing, documenting, and supporting reports, interfaces support objects, conversions, enhancements, forms, labels, workflows, CDS views, and custom technical objects.
* Testing and Defect Management: Experience supporting SIT, UAT, regression testing, performance testing, cutover, and hypercare defect resolution.
* Documentation: Strong ability to prepare technical specifications, unit test evidence, deployment notes, code documentation, and knowledge transfer material.


Common Project Delivery Expectations
  
  

* Work effectively with functional consultants, solution architects, PMO, testing teams, integration teams, security teams, data teams, business SMEs, offshore delivery teams, and support/COE stakeholders.
* Follow SAP best practices, Fit\-to\-Standard guidance, Clean Core principles, and approved change control procedures before introducing custom development or extensions.
* Create clear, audit\-ready documentation including design documents, technical specifications, unit test evidence, defect resolution notes, deployment notes, runbooks, and knowledge transfer materials.
* Support SIT1, SIT2, UAT, regression testing, security testing, performance testing, cutover rehearsals, production cutover, hypercare stabilization, and transition to long\-term support.
* Use SAP Cloud ALM and related project tools for test execution support, defect tracking, issue updates, documentation references, and delivery traceability where applicable.
* Support GxP/CSV\-aware delivery expectations where applicable, including traceability, validation support, controlled testing, and documentation aligned to formal approval processes.


Nice to Have
  
  

**The following experience is preferred but not mandatory:**  

* Experience in regulated manufacturing, life sciences, medical device, pharmaceutical, or GxP/CSV\-controlled environments.
* Exposure to GAMP 5, CSA, IQ/OQ/PQ, requirements traceability, validation summary documentation, and audit\-ready delivery processes.
* Experience with SAP GRC Access Control, SOD concepts, security testing, SAP Document Compliance, FSCM, Cash Management, Group Reporting, Treasury and Risk Management, SimpleMDG, or Multibank Connectivity.
* Experience with SAP Cloud ALM and Tricentis for test execution, defect tracking, automation, or performance testing support.


Degree
  
  

Bachelor's degree in Computer Science, Information Technology, Engineering, Business Systems, or a related field. Equivalent hands\-on SAP project experience may be considered.
  
  

Professional Competencies
  
  

* Strong ownership mindset and ability to drive assigned deliverables from design through hypercare.
* Ability to work in a global delivery model across onsite, offshore, and cross\-functional teams.
* Strong written and verbal communication skills with the ability to explain technical topics to functional and business stakeholders.
* Ability to work within formal governance, documentation, validation, change control, and deliverable acceptance processes.
* Ability to prepare clear KT materials and support transition to application support or SAP Center of Excellence teams.


About NTT DATA
  
  

NTT DATA is a $30 billion business and technology services leader, serving 75% of the Fortune Global 100\. We are committed to accelerating client success and positively impacting society through responsible innovation. We are one of the world's leading AI and digital infrastructure providers, with unmatched capabilities in enterprise\-scale AI, cloud, security, connectivity, data centers and application services. our consulting and Industry solutions help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have experts in more than 50 countries. We also offer clients access to a robust ecosystem of innovation centers as well as established and start\-up partners. NTT DATA is a part of NTT Group, which invests over $3 billion each year in RD.
  
  

Whenever possible, we hire locally to NTT DATA offices or client sites. This ensures we can provide timely and effective support tailored to each client’s needs. While many positions offer remote or hybrid work options, these arrangements are subject to change based on client requirements. For employees near an NTT DATA office or client site, in\-office attendance may be required for meetings or events, depending on business needs. At NTT DATA, we are committed to staying flexible and meeting the evolving needs of both our clients and employees. NTT DATA recruiters will never ask for payment or banking information and will only use @nttdata.com, @nttdatafed.com and @talent.nttdataservices.com email addresses. If you are requested to provide payment or disclose banking information, please submit a contact us form, https://us.nttdata.com/en/contact\-us.
  
  

NTT DATA endeavors to make https://us.nttdata.com accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us at https://us.nttdata.com/en/contact\-us. This contact information is for accommodation requests only and cannot be used to inquire about the status of applications. NTT DATA is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. For our EEO Policy Statement, please click here. If you'd like more information on your EEO rights under the law, please click here. For Pay Transparency information, please click here.",,https://in.indeed.com/cmp/Ntt-Data,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/a598a8409d24c2c493ede9bbbe334c46,https://careers.services.global.ntt/global/en,Tokyo,"10,000+",more than $10B (USD),"Own your career with NTT DATA
Join a global business and technology leader where every voice is heard and great work is recognized. You’ll work with clients, partners and colleagues around the world t",,,,,,
